ID,1_percentage,1_counts,2_percentage,2_counts,3_percentage,3_counts,4_percentage,4_counts,5_percentage,5_counts,6_percentage,6_counts,7_percentage,7_counts,8_percentage,8_counts,9_percentage,9_counts,10_percentage,10_counts,11_percentage,11_counts,12_percentage,12_counts,13_percentage,13_counts,14_percentage,14_counts,15_percentage,15_counts,16_percentage,16_counts,17_percentage,17_counts,18_percentage,18_counts
2_50_166213_29,76.37,307.0,1.0,4.0,1.99,8.0,2.74,11.0,2.49,10.0,0.0,0.0,6.97,28.0,0.25,1.0,0.0,0.0,0.25,1.0,0.0,0.0,0.5,2.0,0.0,0.0,3.23,13.0,0.0,0.0,0.5,2.0,0.0,0.0,0.0,0.0
2_62_167842_1,58.16,303.0,4.41,23.0,3.65,19.0,2.88,15.0,3.45,18.0,0.38,2.0,18.04,94.0,0.38,2.0,0.0,0.0,0.0,0.0,0.96,5.0,2.3,12.0,0.0,0.0,1.54,8.0,0.19,1.0,0.19,1.0,0.0,0.0,0.0,0.0
5_232_183781_5,70.79,315.0,7.64,34.0,1.8,8.0,3.82,17.0,4.27,19.0,0.22,1.0,4.04,18.0,0.22,1.0,0.0,0.0,0.0,0.0,0.9,4.0,0.67,3.0,0.0,0.0,3.15,14.0,0.0,0.0,0.22,1.0,0.0,0.0,0.0,0.0
1_12_161812_58,36.4,416.0,5.07,58.0,0.96,11.0,2.54,29.0,6.04,69.0,0.09,1.0,33.25,380.0,0.09,1.0,0.09,1.0,0.09,1.0,2.01,23.0,1.14,13.0,0.0,0.0,9.62,110.0,0.0,0.0,0.61,7.0,0.26,3.0,0.0,0.0
3_121_175957_14,55.36,62.0,16.96,19.0,0.89,1.0,0.0,0.0,2.68,3.0,0.0,0.0,14.29,16.0,0.0,0.0,0.0,0.0,0.89,1.0,0.89,1.0,1.79,2.0,0.0,0.0,2.68,3.0,0.0,0.0,0.89,1.0,0.0,0.0,0.89,1.0
4_79_170449_41,55.56,270.0,4.94,24.0,0.41,2.0,1.44,7.0,9.05,44.0,0.0,0.0,16.87,82.0,0.41,2.0,0.21,1.0,0.0,0.0,0.41,2.0,2.06,10.0,0.0,0.0,4.53,22.0,0.0,0.0,0.21,1.0,0.21,1.0,0.0,0.0
3_96_172435_22,73.99,128.0,4.05,7.0,1.16,2.0,4.05,7.0,0.58,1.0,0.58,1.0,8.67,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16,2.0,3.47,6.0,0.0,0.0,0.0,0.0,0.58,1.0,0.58,1.0,0.0,0.0
3_126_177190_118,56.12,55.0,17.35,17.0,0.0,0.0,6.12,6.0,1.02,1.0,0.0,0.0,3.06,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,1.0,0.0,0.0,0.0,0.0,4.08,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4_104_173527_21,63.93,117.0,10.38,19.0,1.64,3.0,3.28,6.0,3.83,7.0,0.0,0.0,9.29,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,1.0,0.0,0.0,2.19,4.0,0.0,0.0,0.55,1.0,1.09,2.0,0.0,0.0
2_50_166204_26,65.54,253.0,3.63,14.0,1.55,6.0,1.81,7.0,4.4,17.0,0.0,0.0,15.03,58.0,0.0,0.0,0.26,1.0,0.0,0.0,0.0,0.0,0.78,3.0,0.0,0.0,3.63,14.0,0.26,1.0,0.52,2.0,0.0,0.0,0.26,1.0
2_23_163507_16,61.64,143.0,7.76,18.0,0.86,2.0,0.86,2.0,4.31,10.0,0.0,0.0,18.1,42.0,0.43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,2.0,0.0,0.0,1.29,3.0,0.0,0.0,0.43,1.0,0.0,0.0,0.0,0.0
1_4_159661_9,48.04,478.0,9.35,93.0,1.21,12.0,2.81,28.0,5.83,58.0,0.1,1.0,20.2,201.0,0.3,3.0,0.0,0.0,0.0,0.0,1.11,11.0,1.11,11.0,0.0,0.0,6.83,68.0,0.0,0.0,0.3,3.0,0.2,2.0,0.0,0.0
1_9_161140_135,39.62,439.0,5.42,60.0,0.9,10.0,1.17,13.0,7.58,84.0,0.18,2.0,32.49,360.0,0.18,2.0,0.0,0.0,0.0,0.0,1.44,16.0,1.62,18.0,0.09,1.0,7.22,80.0,0.27,3.0,0.36,4.0,0.18,2.0,0.0,0.0
2_24_163540_2,36.43,188.0,3.49,18.0,2.13,11.0,3.49,18.0,4.26,22.0,9.88,51.0,29.26,151.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,7.0,0.97,5.0,0.19,1.0,4.26,22.0,0.39,2.0,0.0,0.0,0.97,5.0,0.19,1.0
2_36_164704_14_1,63.57,363.0,3.68,21.0,3.15,18.0,3.5,20.0,2.45,14.0,0.18,1.0,14.54,83.0,0.18,1.0,0.0,0.0,0.0,0.0,0.18,1.0,1.05,6.0,0.0,0.0,1.58,9.0,0.18,1.0,0.35,2.0,0.53,3.0,0.0,0.0
4_141_179416_2,59.75,95.0,14.47,23.0,3.14,5.0,3.14,5.0,7.55,12.0,0.0,0.0,3.77,6.0,1.26,2.0,0.0,0.0,0.63,1.0,0.0,0.0,0.63,1.0,0.0,0.0,1.26,2.0,0.63,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4_79_170431_35,56.77,302.0,5.26,28.0,0.38,2.0,2.82,15.0,5.45,29.0,0.0,0.0,19.55,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,3.0,0.75,4.0,0.0,0.0,4.51,24.0,0.19,1.0,0.19,1.0,0.19,1.0,0.0,0.0
4_102_173284_18,32.28,205.0,7.4,47.0,0.94,6.0,3.46,22.0,1.73,11.0,0.0,0.0,42.68,271.0,0.0,0.0,0.16,1.0,0.79,5.0,0.79,5.0,1.1,7.0,0.16,1.0,5.51,35.0,0.0,0.0,0.31,2.0,0.47,3.0,0.16,1.0
2_37_164767_10,53.37,103.0,2.07,4.0,2.07,4.0,3.11,6.0,6.74,13.0,0.52,1.0,19.17,37.0,0.52,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.59,5.0,0.52,1.0,4.15,8.0,0.0,0.0,1.04,2.0,0.0,0.0,0.0,0.0
3_113_174841_27,55.07,38.0,14.49,10.0,0.0,0.0,2.9,2.0,7.25,5.0,0.0,0.0,7.25,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,1.0,0.0,0.0,8.7,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3_121_175939_8,57.38,140.0,4.92,12.0,3.28,8.0,3.69,9.0,4.92,12.0,0.0,0.0,14.34,35.0,0.0,0.0,0.0,0.0,0.41,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.33,13.0,0.41,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3_127_177397_58,66.38,77.0,21.55,25.0,5.17,6.0,0.0,0.0,3.45,4.0,0.0,0.0,1.72,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3_92_171730_24,38.3,383.0,4.6,46.0,0.8,8.0,3.1,31.0,7.6,76.0,0.0,0.0,30.9,309.0,0.3,3.0,0.3,3.0,0.3,3.0,0.5,5.0,2.5,25.0,0.1,1.0,7.9,79.0,0.3,3.0,0.1,1.0,0.6,6.0,0.0,0.0
2_61_167701_7_23,47.74,306.0,7.96,51.0,1.25,8.0,4.52,29.0,6.08,39.0,0.16,1.0,22.15,142.0,0.16,1.0,0.0,0.0,0.0,0.0,0.47,3.0,0.47,3.0,0.0,0.0,6.08,39.0,0.0,0.0,0.62,4.0,0.0,0.0,0.0,0.0
2_41_165196_2,41.45,235.0,5.29,30.0,1.06,6.0,2.82,16.0,5.29,30.0,7.58,43.0,25.22,143.0,0.18,1.0,0.0,0.0,0.0,0.0,0.71,4.0,2.29,13.0,0.0,0.0,3.88,22.0,0.18,1.0,0.35,2.0,0.0,0.0,0.0,0.0
2_43_165535_48,61.25,313.0,2.94,15.0,2.35,12.0,1.76,9.0,1.76,9.0,2.35,12.0,16.44,84.0,3.33,17.0,0.39,2.0,0.2,1.0,0.2,1.0,1.76,9.0,0.0,0.0,2.54,13.0,0.2,1.0,0.2,1.0,0.39,2.0,0.0,0.0
1_3_159475_10,20.29,99.0,3.07,15.0,0.82,4.0,2.25,11.0,5.12,25.0,0.0,0.0,52.25,255.0,0.0,0.0,0.0,0.0,0.41,2.0,3.07,15.0,2.46,12.0,0.0,0.0,7.58,37.0,0.41,2.0,0.0,0.0,0.41,2.0,0.0,0.0
3_124_176653_80,54.62,65.0,7.56,9.0,2.52,3.0,5.88,7.0,3.36,4.0,0.0,0.0,10.08,12.0,1.68,2.0,0.0,0.0,0.0,0.0,1.68,2.0,5.04,6.0,0.0,0.0,4.2,5.0,0.0,0.0,0.0,0.0,0.84,1.0,0.0,0.0
2_38_164914_34,52.82,225.0,3.05,13.0,1.17,5.0,1.88,8.0,6.1,26.0,0.47,2.0,19.01,81.0,0.47,2.0,0.47,2.0,0.23,1.0,0.23,1.0,1.17,5.0,0.0,0.0,9.15,39.0,0.0,0.0,0.47,2.0,0.0,0.0,0.0,0.0
3_97_172771_90,50.29,258.0,20.27,104.0,1.17,6.0,3.9,20.0,3.31,17.0,0.0,0.0,7.6,39.0,0.19,1.0,0.0,0.0,0.0,0.0,0.39,2.0,1.36,7.0,0.0,0.0,5.46,28.0,0.19,1.0,0.58,3.0,0.0,0.0,0.0,0.0
1_4_159742_36,48.91,608.0,6.84,85.0,1.69,21.0,2.74,34.0,4.75,59.0,0.08,1.0,22.93,285.0,0.16,2.0,0.0,0.0,0.08,1.0,1.21,15.0,0.8,10.0,0.08,1.0,6.28,78.0,0.16,2.0,0.32,4.0,0.32,4.0,0.0,0.0
1_7_160441_25,37.5,30.0,10.0,8.0,3.75,3.0,1.25,1.0,6.25,5.0,0.0,0.0,23.75,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.0,1.25,1.0,0.0,0.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4_165_183052_34,69.87,109.0,7.05,11.0,5.13,8.0,2.56,4.0,2.56,4.0,0.0,0.0,7.69,12.0,1.28,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4_84_170875_4,51.85,70.0,8.15,11.0,0.74,1.0,6.67,9.0,4.44,6.0,0.0,0.0,18.52,25.0,0.0,0.0,0.74,1.0,0.0,0.0,0.0,0.0,2.22,3.0,0.0,0.0,2.22,3.0,0.0,0.0,0.0,0.0,0.74,1.0,0.0,0.0
3_92_171661_1,40.87,291.0,6.04,43.0,1.12,8.0,2.11,15.0,5.9,42.0,0.14,1.0,31.32,223.0,0.28,2.0,0.0,0.0,0.28,2.0,0.7,5.0,2.39,17.0,0.0,0.0,5.34,38.0,0.14,1.0,0.42,3.0,0.56,4.0,0.28,2.0
101_198_183640_43,28.37,280.0,1.11,11.0,0.61,6.0,1.42,14.0,2.53,25.0,0.0,0.0,53.7,530.0,2.74,27.0,0.1,1.0,0.1,1.0,1.11,11.0,1.32,13.0,0.2,2.0,4.86,48.0,0.51,5.0,0.2,2.0,0.3,3.0,0.0,0.0
3_92_172087_143,59.35,73.0,10.57,13.0,2.44,3.0,5.69,7.0,6.5,8.0,0.0,0.0,4.88,6.0,0.0,0.0,0.0,0.0,0.81,1.0,0.81,1.0,0.0,0.0,0.0,0.0,3.25,4.0,0.0,0.0,0.0,0.0,1.63,2.0,0.81,1.0
1_1_159115_9,48.7,282.0,8.29,48.0,1.73,10.0,4.84,28.0,4.32,25.0,0.17,1.0,19.34,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,4.0,1.21,7.0,0.0,0.0,5.87,34.0,0.0,0.0,0.69,4.0,0.0,0.0,0.0,0.0
3_68_168688_20,55.04,131.0,20.17,48.0,2.94,7.0,3.78,9.0,4.62,11.0,0.0,0.0,7.56,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,2.0,0.0,0.0,2.52,6.0,0.0,0.0,0.0,0.0,0.42,1.0,0.0,0.0
4_105_173614_9_3,48.96,188.0,10.16,39.0,0.52,2.0,3.13,12.0,4.95,19.0,0.0,0.0,24.22,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,3.0,1.04,4.0,0.0,0.0,3.13,12.0,0.78,3.0,0.26,1.0,0.26,1.0,0.0,0.0
2_43_165559_56,51.16,132.0,10.08,26.0,4.26,11.0,5.04,13.0,3.88,10.0,0.0,0.0,14.34,37.0,0.78,2.0,0.0,0.0,0.0,0.0,3.49,9.0,0.78,2.0,0.0,0.0,3.88,10.0,0.0,0.0,0.78,2.0,0.0,0.0,0.0,0.0
1_5_159874_40,32.37,347.0,3.64,39.0,1.49,16.0,2.24,24.0,6.72,72.0,0.0,0.0,41.88,449.0,0.19,2.0,0.0,0.0,0.0,0.0,1.4,15.0,2.05,22.0,0.0,0.0,4.66,50.0,0.09,1.0,0.28,3.0,0.65,7.0,0.0,0.0
3_128_177547_9,74.23,121.0,5.52,9.0,0.0,0.0,1.84,3.0,5.52,9.0,0.0,0.0,5.52,9.0,0.61,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.68,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3_120_175903_26_1,42.02,379.0,5.54,50.0,1.44,13.0,2.66,24.0,6.32,57.0,0.33,3.0,27.72,250.0,0.22,2.0,0.11,1.0,0.0,0.0,1.22,11.0,2.22,20.0,0.0,0.0,6.43,58.0,0.0,0.0,0.22,2.0,0.33,3.0,0.0,0.0
2_56_167173_12,48.62,352.0,5.39,39.0,2.07,15.0,5.94,43.0,4.42,32.0,0.28,2.0,21.13,153.0,0.41,3.0,0.0,0.0,0.0,0.0,1.1,8.0,1.52,11.0,0.0,0.0,6.08,44.0,0.0,0.0,0.55,4.0,0.41,3.0,0.14,1.0
3_72_169516_30,57.99,127.0,4.11,9.0,0.91,2.0,6.39,14.0,4.57,10.0,0.0,0.0,10.5,23.0,0.46,1.0,0.0,0.0,0.0,0.0,5.02,11.0,0.46,1.0,0.91,2.0,2.28,5.0,0.0,0.0,2.28,5.0,0.46,1.0,0.46,1.0
3_129_177787_42,2.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.22,18.0,44.94,40.0,30.34,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_62_167890_17,59.61,273.0,6.55,30.0,3.71,17.0,4.37,20.0,3.71,17.0,0.44,2.0,15.94,73.0,0.22,1.0,0.22,1.0,0.0,0.0,0.0,0.0,0.66,3.0,0.0,0.0,1.31,6.0,0.0,0.0,0.22,1.0,0.22,1.0,0.0,0.0
3_99_172948_3,63.4,123.0,10.31,20.0,3.61,7.0,4.12,8.0,2.06,4.0,0.52,1.0,6.19,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,1.0,0.0,0.0,0.0,0.0,5.15,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3_114_174991_25,38.18,126.0,6.06,20.0,1.82,6.0,2.73,9.0,8.79,29.0,0.0,0.0,33.33,110.0,0.0,0.0,0.0,0.0,0.3,1.0,2.12,7.0,0.3,1.0,0.3,1.0,3.94,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4_157_181660_39,90.59,77.0,3.53,3.0,0.0,0.0,2.35,2.0,3.53,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_6_160210_37,28.61,349.0,3.52,43.0,0.66,8.0,2.62,32.0,7.7,94.0,0.0,0.0,45.57,556.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,19.0,1.39,17.0,0.08,1.0,6.64,81.0,0.25,3.0,0.33,4.0,0.08,1.0,0.0,0.0
1_9_160810_25,26.11,182.0,6.03,42.0,0.72,5.0,1.0,7.0,6.46,45.0,0.14,1.0,47.35,330.0,0.0,0.0,0.0,0.0,0.29,2.0,2.3,16.0,1.43,10.0,0.0,0.0,6.31,44.0,0.0,0.0,0.14,1.0,0.72,5.0,0.0,0.0
1_4_159700_22,46.27,546.0,6.19,73.0,1.27,15.0,3.39,40.0,6.1,72.0,0.17,2.0,24.24,286.0,0.17,2.0,0.08,1.0,0.17,2.0,0.76,9.0,0.68,8.0,0.08,1.0,6.36,75.0,0.0,0.0,0.17,2.0,0.25,3.0,0.0,0.0
2_38_164902_30,37.13,127.0,4.09,14.0,0.58,2.0,2.63,9.0,5.56,19.0,1.17,4.0,36.26,124.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,5.0,2.05,7.0,0.0,0.0,5.56,19.0,0.0,0.0,0.29,1.0,0.29,1.0,0.29,1.0
4_162_182665_16,76.44,172.0,13.33,30.0,1.33,3.0,2.67,6.0,0.44,1.0,0.44,1.0,3.11,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,1.0,0.0,0.0,0.89,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3_133_178402_57,74.45,204.0,5.84,16.0,1.46,4.0,2.92,8.0,1.09,3.0,0.73,2.0,8.76,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,3.0,0.0,0.0,1.46,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3_68_168631_1,47.19,394.0,21.92,183.0,2.4,20.0,3.11,26.0,3.95,33.0,0.0,0.0,12.81,107.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,9.0,0.24,2.0,0.0,0.0,4.31,36.0,0.12,1.0,0.12,1.0,0.24,2.0,0.12,1.0
4_166_183124_7,0.85,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,1.0,0.0,0.0,0.43,1.0,0.43,1.0,0.0,0.0,0.0,0.0,81.28,191.0,0.43,1.0,0.0,0.0,0.0,0.0,0.43,1.0,14.89,35.0
3_121_176038_41,53.31,145.0,5.51,15.0,0.37,1.0,3.68,10.0,4.04,11.0,0.0,0.0,19.85,54.0,0.74,2.0,0.0,0.0,0.37,1.0,1.47,4.0,0.37,1.0,0.0,0.0,5.51,15.0,0.37,1.0,0.0,0.0,0.37,1.0,0.0,0.0
1_11_161497_57,45.43,308.0,5.01,34.0,1.92,13.0,2.65,18.0,5.6,38.0,0.0,0.0,25.96,176.0,0.74,5.0,0.0,0.0,0.29,2.0,1.47,10.0,1.03,7.0,0.0,0.0,7.52,51.0,0.0,0.0,0.29,2.0,0.15,1.0,0.0,0.0
3_65_168244_28,71.31,87.0,6.56,8.0,0.82,1.0,8.2,10.0,5.74,7.0,0.0,0.0,3.28,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.46,3.0,0.0,0.0,0.0,0.0,0.82,1.0,0.0,0.0
2_30_164128_4,29.23,76.0,2.31,6.0,1.92,5.0,0.38,1.0,1.54,4.0,38.46,100.0,19.23,50.0,0.0,0.0,0.0,0.0,0.38,1.0,0.0,0.0,1.54,4.0,0.0,0.0,3.85,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_9_161092_119,30.2,341.0,4.69,53.0,0.71,8.0,1.33,15.0,7.09,80.0,0.09,1.0,42.96,485.0,0.18,2.0,0.0,0.0,0.09,1.0,1.33,15.0,1.51,17.0,0.18,2.0,6.55,74.0,0.27,3.0,0.09,1.0,0.0,0.0,0.0,0.0
2_40_165121_6,43.42,165.0,7.37,28.0,2.63,10.0,2.37,9.0,4.74,18.0,3.16,12.0,22.63,86.0,1.32,5.0,0.0,0.0,0.0,0.0,0.53,2.0,2.37,9.0,0.0,0.0,5.0,19.0,0.26,1.0,0.53,2.0,0.26,1.0,0.0,0.0
2_37_164779_14,59.34,143.0,3.32,8.0,0.41,1.0,0.83,2.0,8.71,21.0,0.0,0.0,19.92,48.0,0.83,2.0,0.41,1.0,0.0,0.0,0.0,0.0,0.41,1.0,0.0,0.0,3.32,8.0,0.0,0.0,0.41,1.0,0.41,1.0,0.0,0.0
3_128_177526_2,49.69,482.0,13.51,131.0,0.93,9.0,1.13,11.0,4.43,43.0,0.0,0.0,22.06,214.0,0.31,3.0,0.1,1.0,0.0,0.0,0.31,3.0,0.52,5.0,0.0,0.0,3.51,34.0,0.0,0.0,0.21,2.0,0.0,0.0,0.1,1.0
4_80_170545_24,38.41,270.0,7.11,50.0,0.57,4.0,2.42,17.0,5.83,41.0,0.0,0.0,32.15,226.0,0.0,0.0,0.0,0.0,0.14,1.0,1.0,7.0,3.27,23.0,0.0,0.0,5.69,40.0,0.28,2.0,0.28,2.0,0.0,0.0,0.0,0.0
1_12_161749_37,34.93,328.0,5.43,51.0,1.28,12.0,3.73,35.0,6.92,65.0,0.11,1.0,30.35,285.0,0.21,2.0,0.0,0.0,0.0,0.0,2.77,26.0,1.81,17.0,0.0,0.0,9.8,92.0,0.0,0.0,0.21,2.0,0.11,1.0,0.0,0.0
2_20_162901_18,51.86,321.0,2.75,17.0,0.65,4.0,1.62,10.0,1.13,7.0,16.64,103.0,14.54,90.0,0.65,4.0,0.0,0.0,0.0,0.0,0.48,3.0,2.26,14.0,0.16,1.0,1.45,9.0,0.0,0.0,0.32,2.0,0.65,4.0,0.0,0.0
4_137_179065_13,26.27,233.0,4.96,44.0,0.79,7.0,3.27,29.0,5.19,46.0,0.0,0.0,44.08,391.0,0.11,1.0,0.11,1.0,0.68,6.0,1.8,16.0,1.58,14.0,0.0,0.0,8.12,72.0,0.45,4.0,0.68,6.0,0.0,0.0,0.0,0.0
2_42_165352_14,69.28,345.0,6.43,32.0,1.2,6.0,2.01,10.0,2.81,14.0,0.4,2.0,12.25,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.8,4.0,0.2,1.0,1.81,9.0,0.0,0.0,0.2,1.0,0.2,1.0,0.0,0.0
4_85_170986_4,74.33,139.0,10.7,20.0,1.6,3.0,1.07,2.0,3.21,6.0,0.0,0.0,6.42,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,1.0,0.0,0.0,0.53,1.0,0.0,0.0,0.0,0.0
3_70_169066_83,53.94,596.0,4.89,54.0,1.27,14.0,2.99,33.0,5.25,58.0,0.0,0.0,20.27,224.0,0.36,4.0,0.18,2.0,0.27,3.0,0.18,2.0,1.0,11.0,0.0,0.0,3.98,44.0,0.0,0.0,0.36,4.0,0.27,3.0,0.09,1.0
101_198_183754_81,9.63,13.0,4.44,6.0,0.0,0.0,0.0,0.0,2.22,3.0,0.0,0.0,77.04,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,1.0,1.48,2.0,0.0,0.0,4.44,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3_124_176422_3,48.16,328.0,5.73,39.0,1.32,9.0,6.17,42.0,4.7,32.0,0.15,1.0,19.82,135.0,0.0,0.0,0.0,0.0,0.15,1.0,2.5,17.0,0.88,6.0,0.0,0.0,6.75,46.0,0.44,3.0,0.29,2.0,0.29,2.0,0.0,0.0
2_37_164743_2,65.97,126.0,2.62,5.0,1.05,2.0,1.57,3.0,3.14,6.0,0.52,1.0,21.99,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,1.0,0.0,0.0,1.05,2.0,0.0,0.0,0.52,1.0,0.0,0.0,0.0,0.0
3_116_175213_31,58.75,47.0,8.75,7.0,5.0,4.0,5.0,4.0,1.25,1.0,0.0,0.0,3.75,3.0,0.0,0.0,0.0,0.0,1.25,1.0,3.75,3.0,0.0,0.0,0.0,0.0,8.75,7.0,0.0,0.0,1.25,1.0,0.0,0.0,0.0,0.0
100_169_183442_6,49.11,55.0,5.36,6.0,17.86,20.0,9.82,11.0,3.57,4.0,1.79,2.0,4.46,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,1.0,0.89,1.0,0.0,0.0
3_128_177619_33,74.36,29.0,17.95,7.0,0.0,0.0,0.0,0.0,2.56,1.0,0.0,0.0,2.56,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.56,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_62_167953_38,61.4,439.0,7.83,56.0,1.96,14.0,2.66,19.0,4.06,29.0,0.84,6.0,14.41,103.0,0.56,4.0,0.14,1.0,0.0,0.0,0.56,4.0,0.14,1.0,0.0,0.0,2.24,16.0,0.0,0.0,0.28,2.0,0.14,1.0,0.0,0.0
1_2_159388_72,50.28,354.0,10.94,77.0,0.99,7.0,3.55,25.0,3.27,23.0,0.14,1.0,14.91,105.0,0.43,3.0,0.0,0.0,0.14,1.0,1.7,12.0,1.99,14.0,0.0,0.0,8.24,58.0,0.0,0.0,0.14,1.0,0.28,2.0,0.0,0.0
1_5_159964_70,32.82,342.0,6.05,63.0,1.06,11.0,2.3,24.0,9.98,104.0,0.0,0.0,35.32,368.0,0.29,3.0,0.0,0.0,0.19,2.0,1.82,19.0,2.11,22.0,0.0,0.0,4.89,51.0,0.1,1.0,0.1,1.0,0.19,2.0,0.0,0.0
3_92_171964_102,61.22,60.0,15.31,15.0,2.04,2.0,5.1,5.0,4.08,4.0,0.0,0.0,4.08,4.0,1.02,1.0,0.0,0.0,0.0,0.0,1.02,1.0,1.02,1.0,0.0,0.0,2.04,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3_115_175099_32,38.19,139.0,3.3,12.0,0.27,1.0,3.3,12.0,2.2,8.0,0.27,1.0,24.45,89.0,14.01,51.0,3.85,14.0,1.37,5.0,0.0,0.0,1.37,5.0,0.0,0.0,1.65,6.0,0.0,0.0,0.27,1.0,3.3,12.0,0.27,1.0
1_4_159751_39,46.19,569.0,6.09,75.0,1.14,14.0,3.57,44.0,8.28,102.0,0.08,1.0,22.32,275.0,0.32,4.0,0.0,0.0,0.16,2.0,1.06,13.0,0.97,12.0,0.0,0.0,4.63,57.0,0.32,4.0,0.32,4.0,0.24,3.0,0.08,1.0
4_88_171307_26,55.96,230.0,18.49,76.0,0.24,1.0,2.68,11.0,2.92,12.0,2.68,11.0,9.49,39.0,0.24,1.0,0.0,0.0,0.24,1.0,0.49,2.0,0.49,2.0,0.24,1.0,2.68,11.0,0.0,0.0,0.0,0.0,0.24,1.0,0.24,1.0
2_20_163129_94,60.07,331.0,4.54,25.0,3.81,21.0,2.9,16.0,2.54,14.0,4.36,24.0,12.52,69.0,0.18,1.0,0.36,2.0,0.0,0.0,0.73,4.0,1.09,6.0,0.18,1.0,2.54,14.0,0.0,0.0,0.0,0.0,0.36,2.0,0.0,0.0
3_119_175786_55_12,32.51,145.0,8.97,40.0,0.9,4.0,0.45,2.0,0.22,1.0,0.0,0.0,4.04,18.0,23.09,103.0,18.61,83.0,3.59,16.0,0.0,0.0,0.22,1.0,0.0,0.0,0.9,4.0,0.0,0.0,0.0,0.0,0.45,2.0,0.0,0.0
1_2_159412_80,56.94,488.0,5.83,50.0,1.4,12.0,3.5,30.0,5.37,46.0,0.23,2.0,17.04,146.0,0.12,1.0,0.0,0.0,0.12,1.0,1.28,11.0,0.93,8.0,0.0,0.0,4.55,39.0,0.12,1.0,0.35,3.0,0.35,3.0,0.0,0.0
